region,region_code,departement,arrondissement,ville_canton
Sud,SU,Dja Et Lobo,Djoum,Djoum Ville
Sud,SU,Dja Et Lobo,Djoum,Fang-sud
Sud,SU,Dja Et Lobo,Djoum,Zamane
Sud,SU,Dja Et Lobo,Meyomesala,Messok
Sud,SU,Dja Et Lobo,Meyomesala,Meyomessala Ville
Sud,SU,Dja Et Lobo,Meyomesala,Ndou-libi
Sud,SU,Dja Et Lobo,Meyomesala,Tekmo
Sud,SU,Dja Et Lobo,Meyomesala,Yemvam Yassaman
Sud,SU,Dja Et Lobo,Meyomesala,Yemvam-yassaman
Sud,SU,Dja Et Lobo,Meyomessi,Meyomessi
Sud,SU,Dja Et Lobo,Meyomessi,Ndong
Sud,SU,Dja Et Lobo,Meyomessi,Yemfek
Sud,SU,Dja Et Lobo,Meyomessi,Yemveng
Sud,SU,Dja Et Lobo,Mintom,Dja Et Lele
Sud,SU,Dja Et Lobo,Mintom,Mintom Ville
Sud,SU,Dja Et Lobo,Oveng,Fang Sud
Sud,SU,Dja Et Lobo,Oveng,Oveng Ville
Sud,SU,Dja Et Lobo,Sangmelima,Afamba-libi
Sud,SU,Dja Et Lobo,Sangmelima,Mepho
Sud,SU,Dja Et Lobo,Sangmelima,Ndou Libi
Sud,SU,Dja Et Lobo,Sangmelima,Nlobo Lobo
Sud,SU,Dja Et Lobo,Sangmelima,Sangmelima Ville
Sud,SU,Dja Et Lobo,Sangmelima,Tekmo
Sud,SU,Dja Et Lobo,Zoetelle,Esse
Sud,SU,Dja Et Lobo,Zoetelle,Mvog Ella
Sud,SU,Dja Et Lobo,Zoetelle,Mvog Mezang
Sud,SU,Dja Et Lobo,Zoetelle,Mvog Zang
Sud,SU,Dja Et Lobo,Zoetelle,Mvog Zomo
Sud,SU,Dja Et Lobo,Zoetelle,Yemfek
Sud,SU,Dja Et Lobo,Zoetelle,Yenfek
Sud,SU,Dja Et Lobo,Zoetelle,Zoetele Ville
Sud,SU,Mvilla,Biwong Bane,Biwong-bane Ville
Sud,SU,Mvilla,Biwong Bane,Melangue Nord
Sud,SU,Mvilla,Biwong Bane,Melangue Sud 1
Sud,SU,Mvilla,Biwong Bane,Melangue Sud 2
Sud,SU,Mvilla,Biwong Bulu,Biwong Bulu Ville
Sud,SU,Mvilla,Biwong Bulu,Enguep-anyu
Sud,SU,Mvilla,Biwong Bulu,Mbilbekone
Sud,SU,Mvilla,Biwong Bulu,Mbilbekono
Sud,SU,Mvilla,Biwong Bulu,Mbilbokone
Sud,SU,Mvilla,Ebolowa 1,Ebolowa Ville
Sud,SU,Mvilla,Ebolowa 1,Mekoto Djaman 1
Sud,SU,Mvilla,Ebolowa 1,Ngoto 1
Sud,SU,Mvilla,Ebolowa 1,Sonkot Minkan
Sud,SU,Mvilla,Ebolowa 2,Bulu-sud
Sud,SU,Mvilla,Ebolowa 2,Ebolowa Ville
Sud,SU,Mvilla,Ebolowa 2,Ebomam 1
Sud,SU,Mvilla,Ebolowa 2,Ebomam 2
Sud,SU,Mvilla,Ebolowa 2,Enguep-anyu
Sud,SU,Mvilla,Ebolowa 2,Mvii Nord 1
Sud,SU,Mvilla,Ebolowa 2,Ngoto 2
Sud,SU,Mvilla,Efoulane,Efoulan Ville
Sud,SU,Mvilla,Efoulane,Mekoto Djaman 2
Sud,SU,Mvilla,Efoulane,Mekoto Djaman 3
Sud,SU,Mvilla,Efoulane,Mekoto Djaman I
Sud,SU,Mvilla,Efoulane,Ngonebok-abo'ontomba
Sud,SU,Mvilla,Mengong,Boulou Nord
Sud,SU,Mvilla,Mengong,Boulou-nord
Sud,SU,Mvilla,Mengong,Fale 1
Sud,SU,Mvilla,Mengong,Fale 2
Sud,SU,Mvilla,Mengong,Mengong Ville
Sud,SU,Mvilla,Mengong,Mvi'i Nord 2
Sud,SU,Mvilla,Mengong,Mvi'i Sud
Sud,SU,Mvilla,Mvangane,Bulu Est
Sud,SU,Mvilla,Mvangane,Bulu Fang
Sud,SU,Mvilla,Mvangane,Mvangan Ville
Sud,SU,Mvilla,Ngoulemakong,Bane Centre
Sud,SU,Mvilla,Ngoulemakong,Bane Ouest
Sud,SU,Mvilla,Ngoulemakong,Fong
Sud,SU,Mvilla,Ngoulemakong,Ngoulemakong Ville
Sud,SU,Ocean,Akom 2,Akom 2 Ville
Sud,SU,Ocean,Akom 2,Boulou-centre
Sud,SU,Ocean,Akom 2,Boulou-nord
Sud,SU,Ocean,Bipindi,Bassa
Sud,SU,Ocean,Bipindi,Bipindi Ville
Sud,SU,Ocean,Bipindi,Evouzock
Sud,SU,Ocean,Bipindi,Ngoumba Fang
Sud,SU,Ocean,Bipindi,Ngoumba Sud
Sud,SU,Ocean,Bipindi,Ngoumba-fang
Sud,SU,Ocean,Bipindi,Ngoumba-sud
Sud,SU,Ocean,Campo,Campo Ville
Sud,SU,Ocean,Campo,Mvae
Sud,SU,Ocean,Campo,Yassa
Sud,SU,Ocean,Kribi 1,Batanga Sud
Sud,SU,Ocean,Kribi 1,Kribi Ville
Sud,SU,Ocean,Kribi 1,Mabi Sud
Sud,SU,Ocean,Kribi 2,Batanga-nord
Sud,SU,Ocean,Kribi 2,Kribi Ville
Sud,SU,Ocean,Kribi 2,Mabi-pfierbouri
Sud,SU,Ocean,Lokoundje,Bakoko Bassa
Sud,SU,Ocean,Lokoundje,Batanga-nord
Sud,SU,Ocean,Lokoundje,Evouzok-ewondo
Sud,SU,Ocean,Lokoundje,Fang-ngoumba
Sud,SU,Ocean,Lokoundje,Lokoundje Ville
Sud,SU,Ocean,Lokoundje,Mabi-sud
Sud,SU,Ocean,Lolodorf,Fang
Sud,SU,Ocean,Lolodorf,Lolodorf Ville
Sud,SU,Ocean,Lolodorf,Ngoue
Sud,SU,Ocean,Lolodorf,Ngoumba Centre
Sud,SU,Ocean,Lolodorf,Ngoumba-sud
Sud,SU,Ocean,Mvengue,Enoah-yanda-centre
Sud,SU,Ocean,Mvengue,Enoah-yanda-nord
Sud,SU,Ocean,Mvengue,Enoah-yanda-ouest
Sud,SU,Ocean,Mvengue,Evouzok (yanda Nord)
Sud,SU,Ocean,Mvengue,Mvengue Ville
Sud,SU,Ocean,Mvengue,Mvog-tsoung-mballa
Sud,SU,Ocean,Nyete,Boulou Sud
Sud,SU,Ocean,Nyete,Nyete Ville
Sud,SU,Vallee Du Ntem,Ambam,Ambam Ville
Sud,SU,Vallee Du Ntem,Ambam,Mvae Est
Sud,SU,Vallee Du Ntem,Ambam,Mvae Nord
Sud,SU,Vallee Du Ntem,Ambam,Ntoumou Est
Sud,SU,Vallee Du Ntem,Ambam,Ntoumou Nord
Sud,SU,Vallee Du Ntem,Ambam,Ntoumou Sud
Sud,SU,Vallee Du Ntem,Kye-ossi,Kye Ossi Ville
Sud,SU,Vallee Du Ntem,Kye-ossi,Ntoumou Sud 1
Sud,SU,Vallee Du Ntem,Kye-ossi,Ntoumou Sud 2
Sud,SU,Vallee Du Ntem,Ma'an,Aloum 2
Sud,SU,Vallee Du Ntem,Ma'an,Boucle Du Ntem 1
Sud,SU,Vallee Du Ntem,Ma'an,Ma'an Ville
Sud,SU,Vallee Du Ntem,Ma'an,Mvae Ouest
Sud,SU,Vallee Du Ntem,Ma'an,Ntoumou Centre
Sud,SU,Vallee Du Ntem,Olamze,Ntoumou Sud
Sud,SU,Vallee Du Ntem,Olamze,Olamze Ville
Sud-Ouest,SW,Fako,Buea,Bojongo
Sud-Ouest,SW,Fako,Buea,Buea Rural
Sud-Ouest,SW,Fako,Buea,Buea Town
Sud-Ouest,SW,Fako,Buea,Muea
Sud-Ouest,SW,Fako,Limbe 1,Limbe I Rural (victoria Town)
Sud-Ouest,SW,Fako,Limbe 1,Limbe I Rural(victoria Town)
Sud-Ouest,SW,Fako,Limbe 1,Limbe Town
Sud-Ouest,SW,Fako,Limbe 2,Limbe 2 Chiefdom
Sud-Ouest,SW,Fako,Limbe 2,Limbe Ii Rural ( Victoria Town)
Sud-Ouest,SW,Fako,Limbe 2,Limbe Town
Sud-Ouest,SW,Fako,Limbe 3,Limbe Iii Rural(victoria Town)
Sud-Ouest,SW,Fako,Limbe 3,Limbe Town
Sud-Ouest,SW,Fako,Muyuka,Ekona Rural
Sud-Ouest,SW,Fako,Muyuka,Ekona Town
Sud-Ouest,SW,Fako,Muyuka,Muyuka Rural
Sud-Ouest,SW,Fako,Muyuka,Muyuka Town
Sud-Ouest,SW,Fako,Tiko,Likomba
Sud-Ouest,SW,Fako,Tiko,Missellele
Sud-Ouest,SW,Fako,Tiko,Mondoni
Sud-Ouest,SW,Fako,Tiko,Mongo Island
Sud-Ouest,SW,Fako,Tiko,Mudeka
Sud-Ouest,SW,Fako,Tiko,Mutengene Town
Sud-Ouest,SW,Fako,Tiko,Tiko Rural
Sud-Ouest,SW,Fako,Tiko,Tiko Town
Sud-Ouest,SW,Fako,West-coast,Idenau West Coast
Sud-Ouest,SW,Fako,West-coast,West Coast Chiefdom
Sud-Ouest,SW,Fako,West-coast,West Coast Town
Sud-Ouest,SW,Fako,West-coast,West-caost Chiefdom
Sud-Ouest,SW,Fako,West-coast,West-coast Chiefdom
Sud-Ouest,SW,Kupe Manengumba,Banguem,Bangem Rural
Sud-Ouest,SW,Kupe Manengumba,Banguem,Bangem Town
Sud-Ouest,SW,Kupe Manengumba,Banguem,Enyandong
Sud-Ouest,SW,Kupe Manengumba,Nguti,Fowung
Sud-Ouest,SW,Kupe Manengumba,Nguti,Manyemen
Sud-Ouest,SW,Kupe Manengumba,Nguti,Mungo Ndor
Sud-Ouest,SW,Kupe Manengumba,Nguti,Nguti Rural
Sud-Ouest,SW,Kupe Manengumba,Nguti,Nguti Town
Sud-Ouest,SW,Kupe Manengumba,Tombel,Mekedmbeng
Sud-Ouest,SW,Kupe Manengumba,Tombel,Nyandong
Sud-Ouest,SW,Kupe Manengumba,Tombel,Tombel I
Sud-Ouest,SW,Kupe Manengumba,Tombel,Tombel Ii
Sud-Ouest,SW,Lebialem,Alou,Alou Rural
Sud-Ouest,SW,Lebialem,Alou,Alou Town
Sud-Ouest,SW,Lebialem,Fontem,Fontem Rural
Sud-Ouest,SW,Lebialem,Fontem,Fontem Town
Sud-Ouest,SW,Lebialem,Fontem,Fontemss
Sud-Ouest,SW,Lebialem,Fontem,Fotem
Sud-Ouest,SW,Lebialem,Wabane,Bechati
Sud-Ouest,SW,Lebialem,Wabane,Wabane Rural (bamumbu)
Sud-Ouest,SW,Lebialem,Wabane,Wabane Town
Sud-Ouest,SW,Manyu,Akwaya,Akwaya
Sud-Ouest,SW,Manyu,Akwaya,Akwaya Central
Sud-Ouest,SW,Manyu,Akwaya,Assumbo
Sud-Ouest,SW,Manyu,Akwaya,Boki
Sud-Ouest,SW,Manyu,Akwaya,Mbulu
Sud-Ouest,SW,Manyu,Akwaya,Messaka Ekol
Sud-Ouest,SW,Manyu,Akwaya,Takamanda
Sud-Ouest,SW,Manyu,Eyumodjok,Bawan
Sud-Ouest,SW,Manyu,Eyumodjok,Central Ejagham
Sud-Ouest,SW,Manyu,Eyumodjok,Eyumodjock
Sud-Ouest,SW,Manyu,Eyumodjok,Eyumojock
Sud-Ouest,SW,Manyu,Eyumodjok,Lower Ejagham
Sud-Ouest,SW,Manyu,Eyumodjok,Mbinda
Sud-Ouest,SW,Manyu,Eyumodjok,Obang
Sud-Ouest,SW,Manyu,Eyumodjok,Upper Ejagham
Sud-Ouest,SW,Manyu,Manfe,Mamfe
Sud-Ouest,SW,Manyu,Manfe,Mamfe Central
Sud-Ouest,SW,Manyu,Manfe,Mamfe Town
Sud-Ouest,SW,Manyu,Upper Bayang,Awanchi
Sud-Ouest,SW,Manyu,Upper Bayang,Betieku
Sud-Ouest,SW,Manyu,Upper Bayang,Debenjui
Sud-Ouest,SW,Manyu,Upper Bayang,Mbang
Sud-Ouest,SW,Manyu,Upper Bayang,Nchoumbire
Sud-Ouest,SW,Manyu,Upper Bayang,Ndifaw
Sud-Ouest,SW,Manyu,Upper Bayang,Nkocknock
Sud-Ouest,SW,Manyu,Upper Bayang,Nkocknock 1
Sud-Ouest,SW,Manyu,Upper Bayang,Nkocknock 2
Sud-Ouest,SW,Manyu,Upper Bayang,Tanyikongho
Sud-Ouest,SW,Manyu,Upper Bayang,Tanyinkongho
Sud-Ouest,SW,Manyu,Upper Bayang,Tanyinkonghoh
Sud-Ouest,SW,Manyu,Upper Bayang,Tayong
Sud-Ouest,SW,Manyu,Upper Bayang,Tinto
Sud-Ouest,SW,Meme,Konye,Konye
Sud-Ouest,SW,Meme,Konye,Matondo Ii
Sud-Ouest,SW,Meme,Kumba 1,Barombi Mbo
Sud-Ouest,SW,Meme,Kumba 1,Kake 2
Sud-Ouest,SW,Meme,Kumba 1,Kumba Town
Sud-Ouest,SW,Meme,Kumba 2,Kumba 2
Sud-Ouest,SW,Meme,Kumba 3,Kumba 3
Sud-Ouest,SW,Meme,Kumba 3,Kumba Three
Sud-Ouest,SW,Meme,Kumba 3,Kumba Threr
Sud-Ouest,SW,Meme,Kumba 3,Kumva Three
Sud-Ouest,SW,Meme,Kumba 3,Malende
Sud-Ouest,SW,Meme,Kumba 3,Mambanda
Sud-Ouest,SW,Meme,Kumba 3,Mukonje
Sud-Ouest,SW,Meme,Mbonge,Bafaw
Sud-Ouest,SW,Meme,Mbonge,Bai Kuke
Sud-Ouest,SW,Meme,Mbonge,Balong
Sud-Ouest,SW,Meme,Mbonge,Bokosso Bomboko
Sud-Ouest,SW,Meme,Mbonge,Bomboko
Sud-Ouest,SW,Meme,Mbonge,Mbonge
Sud-Ouest,SW,Meme,Mbonge,Mbonge Marumba
Sud-Ouest,SW,Ndian,Bamus O,Bakole
Sud-Ouest,SW,Ndian,Bamus O,Balondo
Sud-Ouest,SW,Ndian,Bamus O,Bamusso
Sud-Ouest,SW,Ndian,Bamus O,Bamusso Town
Sud-Ouest,SW,Ndian,Bamus O,Barombi
Sud-Ouest,SW,Ndian,Bamus O,Bassengue
Sud-Ouest,SW,Ndian,Bamus O,Big Belle
Sud-Ouest,SW,Ndian,Bamus O,Boma I Kombo
Sud-Ouest,SW,Ndian,Bamus O,Bonjare
Sud-Ouest,SW,Ndian,Bamus O,Ekombe
Sud-Ouest,SW,Ndian,Bamus O,Ekombe Liongo
Sud-Ouest,SW,Ndian,Bamus O,Kombo-a-mokoko
Sud-Ouest,SW,Ndian,Bamus O,Pecherie
Sud-Ouest,SW,Ndian,Bamus O,Pècherie
Sud-Ouest,SW,Ndian,Dikome Balue,Betenge
Sud-Ouest,SW,Ndian,Dikome Balue,Dikome Balue
Sud-Ouest,SW,Ndian,Dikome Balue,Dikome Town
Sud-Ouest,SW,Ndian,Ekondo Titi,Eko Do Titi
Sud-Ouest,SW,Ndian,Ekondo Titi,Ekondo Titi
Sud-Ouest,SW,Ndian,Ekondo Titi,Ekondo Titi
Sud-Ouest,SW,Ndian,Ekondo Titi,Ekondo Titi Town
Sud-Ouest,SW,Ndian,Idabato,Idabato
Sud-Ouest,SW,Ndian,Idabato,Idabato Town
Sud-Ouest,SW,Ndian,Isanguele,Isangele
Sud-Ouest,SW,Ndian,Isanguele,Isangele Town
Sud-Ouest,SW,Ndian,Kombo Abedimo,Akwa
Sud-Ouest,SW,Ndian,Kombo Abedimo,Kombo Abedimo
Sud-Ouest,SW,Ndian,Kombo Abedimo,Kumbo Abedimo
Sud-Ouest,SW,Ndian,Kombo Etindi,Kombo Itindi
Sud-Ouest,SW,Ndian,Mundemba,Manja
Sud-Ouest,SW,Ndian,Mundemba,Matamani
Sud-Ouest,SW,Ndian,Mundemba,Mundemba
Sud-Ouest,SW,Ndian,Mundemba,Mundemba Town
Sud-Ouest,SW,Ndian,Mundemba,Mundenba
Sud-Ouest,SW,Ndian,Toko,Toko
Sud-Ouest,SW,Ndian,Toko,Toko Town
