"id_ind","id_men","region","age","sexe","etat_matri","alphabet","activite","handicap","poids"
"IND03812","MEN0036","Nord-Ouest",55,2,"Marie",1,"Occupe",0,0.859
"IND03813","MEN0376","Est",15,1,"Marie",1,"Inactif",1,1.051
"IND03814","MEN0701","Centre",9,2,"Marie",NA,"Chomeur",1,1.031
"IND03815","MEN0438","Adamaoua",9,2,"Celibataire",1,"Inactif",0,0.859
"IND03816","MEN0901","Est",4,2,"Marie",0,"Occupe",0,0.987
"IND03817","MEN0181","Littoral",14,2,"Marie",1,"Inactif",0,0.925
"IND03818","MEN1255","Sud",50,1,"Celibataire",1,"Inactif",0,0.858
"IND03819","MEN0709","Littoral",20,1,"Celibataire",1,"Occupe",0,1.109
"IND03820","MEN1251","Extreme-Nord",3,2,"Celibataire",0,"Occupe",0,0.802
"IND03821","MEN1203","Centre",50,2,"Celibataire",0,"Occupe",0,0.901
"IND03822","MEN0156","Ouest",31,2,"Marie",1,"Occupe",0,0.934
"IND03823","MEN0219","Sud",3,2,"Divorce",1,"Chomeur",0,0.986
"IND03824","MEN0547","Extreme-Nord",50,1,"Celibataire",0,"Occupe",0,0.917
"IND03825","MEN0379","Centre",11,1,"Marie",1,"Occupe",0,1.157
"IND03826","MEN1168","Sud",44,2,"Celibataire",1,"Occupe",0,0.81
"IND03827","MEN0723","Adamaoua",18,2,"Marie",1,"Inactif",0,1.112
"IND03828","MEN0705","Extreme-Nord",10,1,"Marie",1,"Occupe",0,0.919
"IND03829","MEN0827","Nord",17,2,"Celibataire",0,"Chomeur",0,1.025
"IND03830","MEN0524","Littoral",29,1,"Marie",1,"Occupe",0,1.155
"IND03831","MEN0638","Littoral",1,1,"Marie",0,"Chomeur",0,0.943
"IND03832","MEN0154","Centre",8,1,"Celibataire",0,"Occupe",0,0.826
"IND03833","MEN0295","Sud-Ouest",10,2,"Celibataire",0,"Occupe",0,1.104
"IND03834","MEN0111","Littoral",9,2,"Marie",0,"Inactif",0,1.116
"IND03835","MEN0441","Extreme-Nord",10,1,"Marie",NA,"Occupe",0,0.961
"IND03836","MEN0043","Ouest",13,2,"Marie",1,"Inactif",0,0.851
"IND03837","MEN1226","Centre",25,1,"Celibataire",1,"Occupe",0,1.095
"IND03838","MEN0402","Extreme Nord",54,2,"Veuf",1,"Occupe",1,1.085
"IND03839","MEN0108","Ouest",1,2,"Divorce",1,"Inactif",0,0.802
"IND03840","MEN0245","Sud-Ouest",32,1,"Marie",NA,"Inactif",0,1.006
"IND03841","MEN0977","Est",19,2,"Marie",0,"Occupe",0,1.159
"IND03842","MEN0569","Ouest",11,2,"Celibataire",1,"Chomeur",0,1.126
"IND03843","MEN0908","Extreme-Nord",5,1,"Celibataire",1,"Inactif",0,0.853
"IND03844","MEN0056","Sud",5,1,"Marie",1,"Inactif",0,0.987
"IND03845","MEN0919","Ouest",44,1,"Celibataire",0,"Chomeur",0,1.019
"IND03846","MEN0932","Nord-Ouest",1,2,"Marie",1,"Occupe",0,0.86
"IND03847","MEN0262","Nord",1,2,"Celibataire",1,"Occupe",0,1.026
"IND03848","MEN0183","Centre",5,2,"Marie",1,"Occupe",0,1.179
"IND03849","MEN0916","Extreme-Nord",23,1,"Veuf",1,"Occupe",0,0.944
"IND03850","MEN1457","Centre",30,1,"Veuf",1,"Inactif",0,0.976
"IND03851","MEN1295","Sud",55,2,"Celibataire",1,"Occupe",0,1.123
"IND03852","MEN1093","Extreme-Nord",0,2,"Celibataire",1,"Occupe",1,1.132
"IND03853","MEN1130","Adamaoua",2,2,"Celibataire",0,"Occupe",0,0.905
"IND03854","MEN0474","Adamaoua",3,1,"Marie",1,"Occupe",0,1.071
"IND03855","MEN1185","Adamaoua",67,1,"Celibataire",1,"Occupe",0,1.107
"IND03856","MEN0914","Ouest",35,2,"Marie",NA,"Occupe",0,0.884
"IND03857","MEN1143","Littoral",5,1,"Marie",0,"Chomeur",0,0.816
"IND03858","MEN0265","Ouest",25,1,"Celibataire",0,"Inactif",0,1.142
"IND03859","MEN0464","Nord",30,2,"Veuf",1,"Occupe",0,1.044
"IND03860","MEN0073","Nord",0,1,"Marie",0,"Occupe",0,0.87
"IND03861","MEN1354","Sud-Ouest",13,2,"Celibataire",1,"Chomeur",1,1.127
"IND03862","MEN1181","Littoral",16,2,"Marie",0,"Inactif",0,0.965
"IND03863","MEN1308","Sud",6,2,"Divorce",0,"Chomeur",0,0.815
"IND03864","MEN0403","Extreme-Nord",20,1,"Celibataire",1,"Chomeur",0,1.061
"IND03865","MEN1188","Nord",32,2,"Celibataire",1,"Occupe",0,0.998
"IND03866","MEN0209","Extreme-Nord",23,1,"Veuf",0,"Inactif",0,0.889
"IND03867","MEN0005","Adamaoua",15,1,"Marie",1,"Occupe",0,1.16
"IND03868","MEN0292","Extreme-Nord",9,2,"Celibataire",1,"Chomeur",0,0.955
"IND03869","MEN0467","Sud-Ouest",65,1,"Celibataire",1,"Inactif",0,1.087
"IND03870","MEN0216","Sud",48,1,"Marie",0,"Occupe",0,0.832
"IND03871","MEN0892","Est",25,1,"Marie",0,"Occupe",0,0.925
"IND03872","MEN0581","Nord",70,2,"Celibataire",1,"Inactif",0,1.023
"IND03873","MEN0948","Ouest",10,1,"Marie",1,"Inactif",0,0.95
"IND03874","MEN0894","Adamaoua",45,1,"Celibataire",1,"Occupe",0,1.16
"IND03875","MEN1294","Nord-Ouest",65,2,"Celibataire",1,"Occupe",0,0.983
"IND03876","MEN1221","Ouest",21,2,"Marie",1,"Inactif",0,1.153
"IND03877","MEN1368","Est",26,2,"Marie",0,"Inactif",0,1.123
"IND03878","MEN0149","Adamawa",8,2,"Marie",1,"Chomeur",0,0.836
"IND03879","MEN1350","Extreme-Nord",1,2,"Marie",1,"Chomeur",0,1.072
"IND03880","MEN1484","Est",40,1,"Celibataire",1,"Occupe",0,1.023
"IND03881","MEN1324","Centre",3,2,"Marie",1,"Chomeur",0,0.895
"IND03882","MEN0168","Est",1,2,"Celibataire",1,"Occupe",0,0.99
"IND03883","MEN0111","Extreme-Nord",22,2,"Celibataire",0,"Inactif",0,0.838
"IND03884","MEN0243","Centre",20,1,"Celibataire",1,"Occupe",0,0.883
"IND03885","MEN1383","Extreme-Nord",20,1,"Celibataire",1,"Inactif",0,1.066
"IND03886","MEN0324","Nord",30,2,"Marie",1,"Chomeur",0,1.063
"IND03887","MEN0923","Centre",21,2,"Veuf",NA,"Inactif",0,1.091
"IND03888","MEN1204","Est",15,2,"Marie",1,"Inactif",0,1.066
"IND03889","MEN1062","Centre",1,2,"Celibataire",1,"Occupe",0,1.106
"IND03890","MEN1453","Littoral",50,2,"Celibataire",1,"Inactif",0,1.16
"IND03891","MEN0484","Centre",5,1,"Celibataire",1,"Inactif",0,1.124
"IND03892","MEN1457","Ouest",31,1,"Celibataire",0,"Inactif",0,1.163
"IND03893","MEN0121","Extreme-Nord",0,2,"Celibataire",0,"Occupe",0,1.032
"IND03894","MEN0772","Nord-Ouest",95,2,"Marie",1,"Inactif",0,1.021
"IND03895","MEN1018","Centre",60,2,"Celibataire",1,"Inactif",0,1.165
"IND03896","MEN0515","Littoral",20,2,"Celibataire",1,"Inactif",0,0.92
"IND03897","MEN0517","Nord",15,1,"Celibataire",0,"Occupe",0,0.871
"IND03898","MEN0322","Nord-Ouest",33,1,"Marie",1,"Occupe",0,0.828
"IND03899","MEN1105","Ouest",5,2,"Marie",NA,"Inactif",0,1.066
"IND03900","MEN1171","Centre",12,2,"Celibataire",1,"Occupe",1,1.094
"IND03901","MEN0140","Adamaoua",30,2,"Marie",1,"Occupe",0,1.036
"IND03902","MEN0691","Centre",27,2,"Marie",1,"Occupe",0,1.111
"IND03903","MEN0374","Centre",12,1,"Marie",1,"Inactif",0,0.836
"IND03904","MEN0120","Nord-Ouest",20,1,"Marie",1,"Occupe",0,1.027
"IND03905","MEN0283","Ouest",15,2,"Veuf",1,"Occupe",0,0.835
"IND03906","MEN0236","Ouest",20,2,"Marie",0,"Inactif",0,1.015
"IND03907","MEN0370","Nord",8,1,"Celibataire",1,"Chomeur",0,1.111
"IND03908","MEN0614","Extreme-Nord",10,2,"Divorce",1,"Inactif",1,1.031
"IND03909","MEN0178","Est",30,1,"Celibataire",1,"Occupe",0,0.871
"IND03910","MEN0146","Sud",4,1,"Marie",0,"Occupe",0,0.886
"IND03911","MEN1076","Sud-Ouest",4,1,"Marie",0,"Chomeur",0,1.076
"IND03912","MEN1211","Littoral",15,2,"Marie",0,"Occupe",0,1.149
"IND03913","MEN0900","Est",10,2,"Veuf",1,"Inactif",0,0.809
"IND03914","MEN1076","Littoral",5,1,"Celibataire",NA,"Occupe",0,1.026
"IND03915","MEN0990","Centre",75,2,"Marie",1,"Inactif",0,0.892
"IND03916","MEN0175","Sud-Ouest",0,1,"Marie",1,"Occupe",0,1.176
"IND03917","MEN0051","Est",0,2,"Celibataire",NA,"Occupe",0,1.193
"IND03918","MEN0867","Extreme Nord",6,1,"Celibataire",0,"Inactif",0,1.102
"IND03919","MEN0249","Littoral",3,2,"Veuf",1,"Occupe",0,0.969
"IND03920","MEN0076","Centre",5,1,"Celibataire",1,"Inactif",0,1.199
"IND03921","MEN0189","Sud-Ouest",5,1,"Celibataire",1,"Occupe",0,1.048
"IND03922","MEN0498","Ouest",40,1,"Celibataire",1,"Chomeur",0,0.94
"IND03923","MEN1417","Est",8,1,"Marie",0,"Inactif",0,1.01
"IND03924","MEN0571","Ouest",18,2,"Marie",NA,"Inactif",0,0.931
"IND03925","MEN0765","Nord",27,2,"Marie",NA,"Inactif",0,0.997
"IND03926","MEN0682","Sud-Ouest",33,1,"Celibataire",1,"Occupe",0,1.199
"IND03927","MEN1454","Extreme-Nord",20,2,"Veuf",1,"Occupe",0,1.076
"IND03928","MEN0780","Centre",55,2,"Celibataire",1,"Occupe",0,1.161
"IND03929","MEN0688","Centre",23,1,"Marie",1,"Chomeur",1,1.186
"IND03930","MEN0885","Ouest",20,2,"Veuf",0,"Occupe",0,1.181
"IND03931","MEN0937","Nord",23,2,"Celibataire",1,"Occupe",0,0.866
"IND03932","MEN0328","Sud",5,2,"Divorce",0,"Inactif",0,0.85
"IND03933","MEN1138","Sud",15,1,"Marie",0,"Inactif",0,1.15
"IND03934","MEN0714","Centre",2,1,"Marie",1,"Inactif",0,0.888
"IND03935","MEN0634","Est",70,1,"Celibataire",0,"Occupe",0,1.099
"IND03936","MEN0149","Nord",15,1,"Celibataire",0,"Occupe",0,0.933
"IND03937","MEN0112","Ouest",11,1,"Marie",0,"Occupe",0,1.034
"IND03938","MEN1358","Ouest",26,1,"Marie",1,"Occupe",0,1.056
"IND03939","MEN0459","Adamawa",50,1,"Celibataire",1,"Inactif",0,1.061
"IND03940","MEN1017","Ouest",30,1,"Veuf",1,"Inactif",0,1.186
"IND03941","MEN1376","Ouest",8,1,"Celibataire",0,"Occupe",0,1.134
"IND03942","MEN1091","Nord",1,2,"Marie",NA,"Chomeur",0,1.195
"IND03943","MEN1109","Littoral",13,1,"Marie",0,"Inactif",0,1.041
"IND03944","MEN1491","Est",5,2,"Marie",0,"Occupe",0,0.868
"IND03945","MEN1463","Extreme-Nord",5,2,"Celibataire",1,"Occupe",0,1.114
"IND03946","MEN0771","Extreme-Nord",46,2,"Divorce",0,"Occupe",0,1.052
"IND03947","MEN0974","Ouest",95,1,"Marie",1,"Occupe",0,0.862
"IND03948","MEN1449","Sud",7,2,"Celibataire",NA,"Occupe",0,0.916
"IND03949","MEN0046","Nord-Ouest",41,1,"Celibataire",1,"Occupe",0,1.119
"IND03950","MEN0116","Est",15,2,"Marie",1,"Chomeur",0,1.053
"IND03951","MEN1215","Centre",76,1,"Celibataire",1,"Occupe",0,1.047
"IND03952","MEN1459","Extreme-Nord",34,2,"Celibataire",1,"Inactif",0,1.141
"IND03953","MEN0390","Adamaoua",10,2,"Marie",0,"Inactif",0,0.999
"IND03954","MEN0553","Sud-Ouest",10,1,"Celibataire",0,"Occupe",0,1.144
"IND03955","MEN1054","Ouest",2,1,"Celibataire",1,"Inactif",0,0.909
"IND03956","MEN0312","Nord-Ouest",61,1,"Celibataire",0,"Inactif",0,0.8
"IND03957","MEN1266","Ouest",25,1,"Divorce",1,"Occupe",1,1.039
"IND03958","MEN0034","Nord-Ouest",42,1,"Marie",0,"Occupe",0,0.881
"IND03959","MEN1105","Nord",9,2,"Marie",0,"Occupe",1,1.031
"IND03960","MEN0505","Sud-Ouest",20,2,"Celibataire",1,"Occupe",0,1.066
"IND03961","MEN0303","Centre",5,2,"Marie",1,"Occupe",0,0.984
"IND03962","MEN0624","Centre",20,2,"Celibataire",1,"Inactif",0,0.874
"IND03963","MEN1185","Extreme-Nord",26,2,"Marie",1,"Occupe",0,1.111
"IND03964","MEN0529","Sud-Ouest",7,1,"Celibataire",0,"Occupe",0,1.07
"IND03965","MEN0508","Extreme-Nord",20,2,"Marie",1,"Occupe",0,1.019
"IND03966","MEN0694","Littoral",20,1,"Marie",1,"Inactif",0,0.824
"IND03967","MEN0626","Extreme-Nord",34,1,"Celibataire",1,"Chomeur",0,0.951
"IND03968","MEN0276","Nord",27,2,"Veuf",1,"Occupe",0,0.944
"IND03969","MEN0568","Est",8,2,"Celibataire",1,"Inactif",0,0.809
"IND03970","MEN1155","Centre",10,1,"Marie",0,"Inactif",0,1.079
"IND03971","MEN0765","Ouest",15,1,"Celibataire",0,"Inactif",0,0.94
"IND03972","MEN0351","Littoral",20,1,"Divorce",1,"Occupe",0,1.045
"IND03973","MEN0482","Centre",30,2,"Celibataire",0,"Occupe",0,0.835
"IND03974","MEN0256","Centre",60,1,"Celibataire",1,"Inactif",0,0.862
"IND03975","MEN0019","Centre",19,2,"Celibataire",0,"Occupe",0,1.071
"IND03976","MEN1244","Sud-Ouest",12,2,"Celibataire",1,"Occupe",0,0.911
"IND03977","MEN0372","Sud-Ouest",3,1,"Celibataire",0,"Inactif",1,0.945
"IND03978","MEN0884","Adamaoua",4,1,"Celibataire",1,"Occupe",0,0.874
"IND03979","MEN0202","Extreme-Nord",90,2,"Marie",0,"Occupe",0,0.938
"IND03980","MEN0731","Littoral",15,2,"Celibataire",1,"Chomeur",0,0.801
"IND03981","MEN1187","Littoral",10,2,"Celibataire",1,"Occupe",0,1.021
"IND03982","MEN0290","Extreme-Nord",35,1,"Veuf",1,"Inactif",0,1.196
"IND03983","MEN0317","Extreme-Nord",15,1,"Divorce",1,"Chomeur",0,1.054
"IND03984","MEN0047","Centre",25,2,"Veuf",1,"Occupe",0,0.832
"IND03985","MEN0379","Littoral",65,2,"Marie",0,"Inactif",0,0.959
"IND03986","MEN0483","Centre",57,1,"Marie",1,"Chomeur",0,0.991
"IND03987","MEN0199","Extreme-Nord",5,1,"Marie",1,"Occupe",0,1.131
"IND03988","MEN0745","Ouest",2,2,"Marie",1,"Inactif",0,1.046
"IND03989","MEN1491","Est",65,2,"Marie",0,"Occupe",0,0.806
"IND03990","MEN1166","Nord-Ouest",4,1,"Celibataire",0,"Inactif",0,0.942
"IND03991","MEN0237","Adamawa",49,2,"Marie",0,"Inactif",0,0.978
"IND03992","MEN1360","Nord",34,1,"Divorce",0,"Occupe",0,0.987
"IND03993","MEN0705","Extreme-Nord",25,1,"Celibataire",1,"Inactif",0,0.892
"IND03994","MEN0958","Nord",91,2,"Marie",NA,"Occupe",0,1.02
"IND03995","MEN1016","Extreme-Nord",51,1,"Marie",1,"Inactif",0,1.005
"IND03996","MEN0665","Centre",0,2,"Celibataire",NA,"Inactif",0,1.177
"IND03997","MEN0156","Littoral",20,1,"Marie",1,"Occupe",0,0.907
"IND03998","MEN1039","Sud",5,2,"Celibataire",1,"Inactif",0,1.089
"IND03999","MEN1427","Littoral",3,2,"Marie",0,"Chomeur",0,1.149
"IND04000","MEN0775","Extreme Nord",43,2,"Marie",1,"Occupe",0,1.17
"IND04001","MEN1175","Adamaoua",0,2,"Marie",NA,"Occupe",1,1.176
"IND04002","MEN0181","Extreme Nord",16,2,"Celibataire",1,"Occupe",1,0.861
"IND04003","MEN0298","Ouest",2,2,"Marie",0,"Occupe",0,1.15
"IND04004","MEN0217","Centre",27,1,"Marie",1,"Inactif",0,1.006
"IND04005","MEN0491","Centre",55,2,"Celibataire",0,"Occupe",0,0.994
"IND04006","MEN0167","Ouest",13,2,"Celibataire",1,"Inactif",0,0.868
"IND04007","MEN1245","Sud-Ouest",6,1,"Celibataire",1,"Occupe",0,0.913
"IND04008","MEN0691","Centre",20,1,"Celibataire",NA,"Occupe",0,0.803
"IND04009","MEN1397","Sud-Ouest",43,1,"Celibataire",1,"Occupe",0,0.879
"IND04010","MEN1329","Est",65,2,"Marie",1,"Occupe",0,0.915
"IND04011","MEN0966","Nord",19,2,"Celibataire",1,"Occupe",0,1
"IND04012","MEN1063","Littoral",5,2,"Celibataire",0,"Occupe",0,0.842
"IND04013","MEN0680","Ouest",50,1,"Celibataire",1,"Inactif",0,0.888
"IND04014","MEN0344","Sud",13,2,"Veuf",1,"Inactif",0,0.808
"IND04015","MEN0877","Extreme-Nord",95,2,"Celibataire",1,"Inactif",0,0.954
"IND04016","MEN0628","Sud-Ouest",9,1,"Marie",1,"Occupe",0,1.092
"IND04017","MEN0258","Ouest",0,2,"Celibataire",1,"Occupe",0,1.176
"IND04018","MEN0469","Est",20,1,"Marie",1,"Occupe",0,1.083
"IND04019","MEN0586","Littoral",95,1,"Marie",1,"Occupe",0,1.138
"IND04020","MEN1031","Adamaoua",15,1,"Celibataire",1,"Inactif",0,1.037
"IND04021","MEN1243","Nord-Ouest",26,2,"Marie",0,"Occupe",0,0.946
"IND04022","MEN0575","Ouest",14,1,"Celibataire",0,"Inactif",0,0.834
"IND04023","MEN0229","Nord-Ouest",14,2,"Marie",1,"Occupe",0,1.169
"IND04024","MEN0304","Centre",37,2,"Marie",0,"Occupe",0,0.992
"IND04025","MEN1438","Ouest",15,2,"Celibataire",1,"Inactif",0,0.872
"IND04026","MEN0067","Centre",17,2,"Veuf",0,"Inactif",0,1.176
"IND04027","MEN0525","Ouest",4,1,"Marie",0,"Inactif",0,0.983
"IND04028","MEN1062","Centre",74,1,"Marie",1,"Inactif",1,0.873
"IND04029","MEN0912","Centre",10,1,"Celibataire",1,"Occupe",0,0.901
"IND04030","MEN1329","Centre",27,1,"Celibataire",1,"Inactif",0,1.108
"IND04031","MEN0584","Est",6,2,"Marie",1,"Inactif",0,1.132
"IND04032","MEN0161","Littoral",4,2,"Celibataire",1,"Occupe",0,1.136
"IND04033","MEN0110","Centre",12,1,"Celibataire",0,"Occupe",0,1.186
"IND04034","MEN1240","Adamaoua",6,2,"Marie",1,"Occupe",0,0.863
"IND04035","MEN0461","Nord-Ouest",46,1,"Celibataire",0,"Inactif",0,1.071
"IND04036","MEN0010","Est",18,1,"Celibataire",1,"Inactif",0,1.19
"IND04037","MEN0694","Extreme-Nord",70,1,"Celibataire",1,"Occupe",0,1.103
"IND04038","MEN0565","Extreme-Nord",22,1,"Marie",1,"Occupe",0,1.07
"IND04039","MEN0074","Extreme-Nord",0,2,"Marie",1,"Occupe",0,1.166
"IND04040","MEN0475","Extreme-Nord",45,2,"Marie",1,"Inactif",0,1.111
"IND04041","MEN1355","Sud-Ouest",33,2,"Marie",1,"Occupe",0,1.087
"IND04042","MEN1060","Est",55,2,"Celibataire",0,"Occupe",0,0.899
"IND04043","MEN0157","Nord",6,1,"Celibataire",1,"Inactif",0,1.031
"IND04044","MEN0426","Adamaoua",20,1,"Celibataire",0,"Occupe",0,0.995
"IND04045","MEN0932","Extreme-Nord",50,2,"Marie",0,"Inactif",0,0.887
"IND04046","MEN0561","Centre",15,1,"Celibataire",1,"Occupe",0,0.873
"IND04047","MEN0433","Est",4,1,"Veuf",1,"Inactif",0,0.983
"IND04048","MEN0615","Centre",5,2,"Celibataire",1,"Occupe",0,1.025
"IND04049","MEN1167","Centre",20,1,"Divorce",0,"Occupe",0,1.071
"IND04050","MEN0775","Ouest",19,2,"Marie",1,"Occupe",0,1.166
"IND04051","MEN0288","Ouest",2,1,"Veuf",0,"Occupe",0,1.066
"IND04052","MEN0312","Sud-Ouest",16,1,"Marie",1,"Occupe",0,0.982
"IND04053","MEN1462","Littoral",5,2,"Celibataire",1,"Occupe",0,1.165
"IND04054","MEN0698","Sud",6,1,"Celibataire",0,"Occupe",0,0.957
"IND04055","MEN1404","Sud-Ouest",6,2,"Celibataire",0,"Occupe",0,0.988
"IND04056","MEN1126","Centre",7,2,"Celibataire",1,"Occupe",0,0.894
"IND04057","MEN0045","Centre",24,2,"Celibataire",0,"Occupe",0,1.074
"IND04058","MEN0134","Centre",31,2,"Celibataire",0,"Occupe",0,1.02
"IND04059","MEN0568","Centre",75,1,"Marie",0,"Inactif",0,1.104
"IND04060","MEN0076","Centre",13,1,"Celibataire",1,"Inactif",0,1.149
"IND04061","MEN0612","Est",70,2,"Marie",0,"Occupe",0,1.159
"IND04062","MEN1271","Ouest",0,2,"Marie",0,"Inactif",0,0.96
"IND04063","MEN1340","Nord",9,1,"Celibataire",1,"Occupe",0,1.063
"IND04064","MEN0951","Littoral",65,1,"Veuf",1,"Inactif",0,0.828
"IND04065","MEN0772","Adamawa",4,1,"Marie",1,"Inactif",0,1.159
"IND04066","MEN1368","Sud-Ouest",21,1,"Marie",NA,"Occupe",0,0.829
"IND04067","MEN0541","Nord-Ouest",49,2,"Celibataire",1,"Inactif",0,0.812
"IND04068","MEN1199","Nord-Ouest",30,1,"Celibataire",1,"Occupe",0,0.802
"IND04069","MEN0227","Nord",10,2,"Celibataire",NA,"Inactif",0,0.941
"IND04070","MEN0752","Littoral",10,1,"Marie",0,"Occupe",0,1.136
"IND04071","MEN0580","Ouest",15,2,"Marie",1,"Chomeur",0,0.992
"IND04072","MEN0428","Est",12,1,"Marie",0,"Inactif",0,1.14
"IND04073","MEN1179","Ouest",66,2,"Marie",1,"Occupe",1,0.813
"IND04074","MEN0736","Sud-Ouest",5,2,"Divorce",1,"Occupe",0,0.975
"IND04075","MEN1091","Nord-Ouest",5,2,"Marie",1,"Inactif",0,0.907
"IND04076","MEN0013","Littoral",40,1,"Celibataire",1,"Chomeur",0,0.846
"IND04077","MEN0657","Sud-Ouest",24,2,"Celibataire",1,"Inactif",0,0.858
"IND04078","MEN0845","Sud-Ouest",15,2,"Marie",1,"Occupe",0,0.946
"IND04079","MEN0825","Extreme-Nord",12,1,"Celibataire",0,"Occupe",0,0.891
"IND04080","MEN0119","Sud-Ouest",12,2,"Veuf",1,"Occupe",0,0.873
"IND04081","MEN1199","Sud-Ouest",7,2,"Marie",1,"Inactif",0,1.186
"IND04082","MEN1099","Ouest",5,2,"Marie",1,"Inactif",0,1.013
"IND04083","MEN0149","Sud-Ouest",0,1,"Marie",1,"Chomeur",0,1.167
"IND04084","MEN1141","Nord",1,2,"Celibataire",1,"Occupe",0,1.067
"IND04085","MEN0726","Sud-Ouest",7,1,"Celibataire",0,"Chomeur",0,1.161
"IND04086","MEN1405","Centre",14,2,"Marie",1,"Occupe",0,0.941
"IND04087","MEN0680","Extreme-Nord",35,1,"Celibataire",0,"Occupe",0,0.898
"IND04088","MEN0521","Sud",55,2,"Veuf",NA,"Inactif",0,0.852
"IND04089","MEN0697","Littoral",65,1,"Marie",0,"Inactif",0,1.193
"IND04090","MEN0490","Centre",5,1,"Celibataire",1,"Inactif",0,1.08
"IND04091","MEN0725","Nord-Ouest",0,2,"Celibataire",NA,"Occupe",0,0.904
"IND04092","MEN0114","Est",37,2,"Celibataire",1,"Inactif",0,0.957
"IND04093","MEN0988","Sud",47,1,"Marie",1,"Occupe",0,1.052
"IND04094","MEN0294","Littoral",72,2,"Celibataire",1,"Occupe",0,0.964
"IND04095","MEN0279","Est",5,2,"Marie",0,"Inactif",1,0.801
"IND04096","MEN0943","Littoral",10,1,"Celibataire",1,"Inactif",1,1.197
"IND04097","MEN0814","Est",2,2,"Veuf",1,"Occupe",0,0.901
"IND04098","MEN0232","Nord",5,1,"Marie",1,"Occupe",0,0.907
"IND04099","MEN1038","Ouest",10,2,"Marie",1,"Inactif",0,0.9
"IND04100","MEN1052","Centre",5,2,"Celibataire",1,"Occupe",0,0.968
"IND04101","MEN0346","Extreme-Nord",12,1,"Celibataire",1,"Occupe",0,0.879
"IND04102","MEN0174","Sud-Ouest",5,1,"Celibataire",NA,"Inactif",0,0.923
"IND04103","MEN1289","Extreme-Nord",35,1,"Celibataire",1,"Inactif",0,0.824
"IND04104","MEN0913","Nord-Ouest",40,1,"Marie",1,"Inactif",0,1.113
"IND04105","MEN0676","Nord",21,1,"Marie",1,"Occupe",0,0.825
"IND04106","MEN1320","Adamaoua",15,1,"Celibataire",NA,"Inactif",0,0.934
"IND04107","MEN0588","Adamaoua",28,1,"Celibataire",0,"Occupe",0,0.908
"IND04108","MEN0369","Adamaoua",2,2,"Celibataire",0,"Inactif",0,0.94
"IND04109","MEN0827","Sud",69,2,"Celibataire",1,"Occupe",0,0.991
"IND04110","MEN0661","Sud",9,2,"Celibataire",0,"Occupe",0,0.837
"IND04111","MEN0720","Ouest",24,2,"Celibataire",0,"Occupe",0,1.118
"IND04112","MEN0099","Ouest",25,2,"Veuf",1,"Occupe",0,0.99
"IND04113","MEN1179","Nord-Ouest",1,1,"Divorce",1,"Occupe",0,0.922
"IND04114","MEN0935","Adamaoua",74,1,"Celibataire",1,"Occupe",0,0.858
"IND04115","MEN0708","Est",68,2,"Celibataire",0,"Chomeur",0,0.925
"IND04116","MEN0328","Littoral",35,2,"Celibataire",1,"Chomeur",0,1.078
"IND04117","MEN0302","Nord",0,2,"Celibataire",1,"Inactif",0,0.815
"IND04118","MEN0543","Extreme-Nord",70,1,"Celibataire",1,"Chomeur",0,1.129
"IND04119","MEN1013","Ouest",79,1,"Marie",1,"Inactif",0,1.165
"IND04120","MEN0869","Ouest",15,2,"Marie",1,"Chomeur",0,0.973
"IND04121","MEN0739","Est",11,2,"Celibataire",0,"Occupe",0,1.054
"IND04122","MEN0784","Nord",61,1,"Celibataire",0,"Inactif",0,0.973
"IND04123","MEN1225","Adamaoua",7,1,"Veuf",0,"Occupe",0,1.095
"IND04124","MEN1078","Littoral",0,1,"Marie",0,"Occupe",0,0.991
"IND04125","MEN1147","Adamaoua",34,2,"Celibataire",1,"Chomeur",0,0.912
"IND04126","MEN0905","Sud",5,2,"Marie",1,"Chomeur",0,0.862
"IND04127","MEN0369","Centre",17,1,"Veuf",1,"Occupe",0,1.129
"IND04128","MEN0396","Ouest",5,2,"Veuf",0,"Occupe",0,0.942
"IND04129","MEN0472","Centre",26,1,"Marie",1,"Chomeur",0,1.151
"IND04130","MEN0844","Nord",40,2,"Celibataire",1,"Chomeur",0,0.818
"IND04131","MEN0324","Ouest",5,2,"Celibataire",0,"Occupe",0,0.808
"IND04132","MEN1274","Littoral",5,2,"Veuf",1,"Occupe",0,1.11
"IND04133","MEN0625","Extreme-Nord",30,1,"Divorce",1,"Chomeur",0,0.964
"IND04134","MEN1144","Sud-Ouest",25,1,"Marie",1,"Inactif",0,0.899
"IND04135","MEN0153","Extreme Nord",8,1,"Celibataire",0,"Occupe",0,1.189
"IND04136","MEN0054","Extreme-Nord",18,2,"Celibataire",0,"Occupe",0,1.111
"IND04137","MEN1449","Centre",8,2,"Celibataire",0,"Occupe",0,0.848
"IND04138","MEN1406","Sud-Ouest",5,1,"Divorce",1,"Occupe",0,1.067
"IND04139","MEN0883","Centre",10,1,"Celibataire",0,"Occupe",0,0.877
"IND04140","MEN0389","Sud-Ouest",30,1,"Marie",1,"Inactif",1,1.058
"IND04141","MEN1003","Littoral",35,1,"Celibataire",1,"Occupe",0,1.002
"IND04142","MEN0509","Extreme-Nord",0,2,"Marie",1,"Inactif",0,0.919
